state,county_id,county_name,icu_beds,population
Massachusetts,25023,Plymouth,47,509114
Pennsylvania,42087,Mifflin,10,46452
North Carolina,37179,Union,14,222095
Colorado,08043,Fremont,4,46601
New York,36107,Tioga,0,49322
Tennessee,47071,Hardin,0,25813
Illinois,17153,Pulaski,0,5691
North Dakota,38011,Bowman,0,3226
Montana,30049,Lewis and Clark,8,66290
Kentucky,21151,Madison,12,88376
California,06061,Placer,70,374985
Virginia,51045,Craig,0,5131
Kansas,20071,Greeley,0,1210
Minnesota,27109,Olmsted,218,151685
Texas,48503,Young,0,18166
Washington,53045,Mason,6,61569
South Dakota,46091,Marshall,0,4759
Texas,48405,San Augustine,0,8403
South Dakota,46007,Bennett,0,3440
Minnesota,27081,Lincoln,0,5724
Mississippi,28009,Benton,0,8306
North Carolina,37053,Currituck,0,25247
Texas,48373,Polk,8,46974
Georgia,13307,Webster,0,2627
Washington,53019,Ferry,0,7568
Wisconsin,55067,Langlade,4,19190
Iowa,19065,Fayette,0,20139
Illinois,17037,DeKalb,16,104473
Montana,30011,Carter,0,1320
North Dakota,38005,Benson,0,6875
Alabama,01077,Lauderdale,48,92590
Iowa,19133,Monona,0,8865
Maryland,24011,Caroline,0,32785
Virginia,51173,Smyth,4,31298
Texas,48479,Webb,56,269624
Mississippi,28141,Tishomingo,0,19476
California,06001,Alameda,282,1629615
Utah,49039,Sanpete,0,28892
Utah,49031,Piute,0,1860
Illinois,17155,Putnam,0,5771
Florida,12047,Hamilton,0,14238
New York,36005,Bronx,270,1455846
Tennessee,47185,White,4,26394
Iowa,19079,Hamilton,0,15201
Idaho,16043,Fremont,0,12889
Texas,48125,Dickens,0,2224
Georgia,13313,Whitfield,34,103963
Alaska,02068,Denali,0,2303
Kentucky,21157,Marshall,4,31177
Wisconsin,55129,Washburn,0,15638
Tennessee,47083,Houston,0,8188
Texas,48015,Austin,0,29292
North Carolina,37137,Pamlico,0,12803
Kansas,20143,Ottawa,0,5957
Kentucky,21217,Taylor,8,25406
South Carolina,45079,Richland,211,404869
Kentucky,21013,Bell,7,27469
Idaho,16013,Blaine,0,21583
Utah,49011,Davis,22,334977
Virginia,51800,Suffolk City,12,88057
California,06037,Los Angeles,2126,10105722
Texas,48355,Nueces,115,358484
Mississippi,28153,Wayne,6,20458
Georgia,13181,Lincoln,0,7768
Washington,53007,Chelan,20,75138
Kentucky,21027,Breckinridge,0,19991
Oklahoma,40029,Coal,0,5666
Texas,48261,Kenedy,0,564
Alabama,01117,Shelby,32,208721
Montana,30003,Big Horn,0,13290
Nebraska,31037,Colfax,0,10616
Arkansas,05091,Miller,0,43760
Tennessee,47149,Rutherford,78,298456
New York,36077,Otsego,14,60750
Kentucky,21077,Gallatin,0,8652
Louisiana,22123,West Carroll,0,11274
Indiana,18105,Monroe,38,144436
New Mexico,35019,Guadalupe,0,4426
Pennsylvania,42123,Warren,6,40345
Indiana,18117,Orange,0,19623
Texas,48381,Randall,0,130552
Virginia,51107,Loudoun,33,374558
Texas,48505,Zapata,0,14415
South Dakota,46069,Hyde,0,1373
Kansas,20103,Leavenworth,10,79359
Oregon,41067,Washington,85,572071
Illinois,17059,Gallatin,0,5226
Alabama,01035,Conecuh,0,12649
Arkansas,05049,Fulton,0,12092
Kansas,20019,Chautauqua,0,3425
West Virginia,54079,Putnam,0,56644
Illinois,17169,Schuyler,0,7181
Indiana,18051,Gibson,5,33596
Alabama,01069,Houston,66,104108
Wyoming,56005,Campbell,14,48116
Washington,53067,Thurston,72,269885
Texas,48393,Roberts,0,889
Massachusetts,25019,Nantucket,0,10912
Mississippi,28065,Jefferson Davis,0,11639
South Carolina,45017,Calhoun,0,14808
Missouri,29071,Franklin,13,102413
Michigan,26129,Ogemaw,10,20979
Ohio,39061,Hamilton,297,808703
Indiana,18023,Clinton,0,32455
Mississippi,28085,Lincoln,5,34542
Texas,48003,Andrews,0,17577
Illinois,17025,Clay,0,13393
Connecticut,09003,Hartford,216,897417
Texas,48111,Dallam,0,7207
Wisconsin,55009,Brown,60,258004
South Carolina,45067,Marion,10,31765
Kansas,20009,Barton,4,27067
Michigan,26083,Keweenaw,0,2136
Alabama,01021,Chilton,6,43805
Texas,48451,Tom Green,29,116906
New Jersey,34027,Morris,91,498847
Washington,53009,Clallam,19,73439
Washington,53055,San Juan,0,16221
Texas,48263,Kent,0,680
Virginia,51087,Henrico,53,324073
Wisconsin,55047,Green Lake,5,18745
Texas,48053,Burnet,12,45017
New Hampshire,33011,Hillsborough,62,406371
New Hampshire,33015,Rockingham,43,302479
Texas,48079,Cochran,0,2932
Wyoming,56025,Natrona,14,81023
North Carolina,37025,Cabarrus,25,196716
Kansas,20119,Meade,0,4295
Georgia,13165,Jenkins,0,8929
Kansas,20201,Washington,0,5572
Colorado,08019,Clear Creek,0,9257
Kentucky,21103,Henry,0,15677
West Virginia,54051,Marshall,9,32006
Indiana,18139,Rush,0,16765
South Carolina,45033,Dillon,6,31073
Colorado,08049,Grand,0,14793
Minnesota,27127,Redwood,0,15430
Illinois,17029,Coles,9,52540
Georgia,13103,Effingham,0,57087
Minnesota,27095,Mille Lacs,4,25635
Tennessee,47171,Unicoi,0,17830
Nevada,32510,Carson City,24,54219
Ohio,39013,Belmont,15,68889
Missouri,29019,Boone,110,174589
New Jersey,34025,Monmouth,152,627551
Oregon,41049,Morrow,0,11153
Kansas,20125,Montgomery,7,33463
Massachusetts,25003,Berkshire,24,127751
Florida,12019,Clay,28,203291
Washington,53043,Lincoln,0,10344
Virginia,51191,Washington,14,54457
Tennessee,47003,Bedford,8,46854
Oklahoma,40067,Jefferson,0,6270
Ohio,39105,Meigs,0,23234
South Dakota,46029,Codington,8,27963
Maine,23023,Sagadahoc,0,35149
Kansas,20041,Dickinson,0,19162
Washington,53077,Yakima,52,248279
California,06013,Contra Costa,163,1123678
Missouri,29169,Pulaski,0,53132
New Mexico,35003,Catron,0,3547
Alaska,02130,Ketchikan Gateway,4,13745
Nebraska,31051,Dixon,0,5765
Iowa,19061,Dubuque,18,96571
Rhode Island,44003,Kent,15,164012
Colorado,08089,Otero,506,18325
Massachusetts,25025,Suffolk,447,780685
Michigan,26121,Muskegon,37,172707
Louisiana,22107,Tensas,0,4771
Ohio,39155,Trumbull,42,203341
Alabama,01033,Colbert,22,54435
North Dakota,38031,Foster,0,3318
Virginia,51121,Montgomery,22,97692
West Virginia,54101,Webster,0,8637
Nebraska,31133,Pawnee,0,2704
Minnesota,27007,Beltrami,10,45847
Nebraska,31069,Garden,0,1913
Kansas,20167,Russell,0,6987
Illinois,17057,Fulton,5,35733
Arkansas,05103,Ouachita,8,24378
Texas,48469,Victoria,43,91518
Idaho,16025,Camas,0,886
Minnesota,27153,Todd,3,24423
Georgia,13295,Walker,0,68609
North Carolina,37167,Stanly,10,60875
Georgia,13139,Hall,85,192865
Washington,53031,Jefferson,6,30524
Nebraska,31053,Dodge,0,36576
Texas,48341,Moore,3,22016
Arkansas,05029,Conway,0,20954
Indiana,18165,Vermillion,6,15644
Oklahoma,40011,Blaine,0,9680
Montana,30029,Flathead,22,96147
North Carolina,37037,Chatham,4,68364
Oklahoma,40119,Payne,11,80634
Texas,48229,Hudspeth,0,3702
Mississippi,28149,Warren,22,47510
Indiana,18081,Johnson,6,149359
Mississippi,28139,Tippah,0,21993
California,06049,Modoc,0,9017
Texas,48457,Tyler,0,21456
Illinois,17139,Moultrie,0,14711
Arkansas,05033,Crawford,8,62119
Virginia,51163,Rockbridge,0,22440
West Virginia,54097,Upshur,4,24604
California,06081,San Mateo,131,763450
New Mexico,35051,Sierra,0,11254
Georgia,13187,Lumpkin,0,31567
Wisconsin,55085,Oneida,20,35352
Georgia,13321,Worth,0,20809
Minnesota,27111,Otter Tail,5,57790
Texas,48213,Henderson,10,79687
Oregon,41047,Marion,68,330453
Florida,12119,Sumter,0,116754
Alabama,01085,Lowndes,0,10362
Kansas,20197,Wabaunsee,0,6918
Georgia,13287,Turner,0,8036
Minnesota,27079,Le Sueur,0,27810
Wyoming,56031,Platte,0,8703
Oklahoma,40025,Cimarron,0,2221
Tennessee,47047,Fayette,0,39336
Kansas,20189,Stevens,0,5741
Kansas,20135,Ness,0,3001
Wyoming,56003,Big Horn,0,11920
Kansas,20177,Shawnee,52,178392
Colorado,08117,Summit,8,29722
Virginia,51197,Wythe,6,29048
Kansas,20159,Rice,0,9868
Tennessee,47135,Perry,0,7882
Georgia,13235,Pulaski,6,11396
Ohio,39081,Jefferson,20,67349
Arkansas,05027,Columbia,6,23992
Michigan,26065,Ingham,219,286185
South Carolina,45077,Pickens,15,121449
Kansas,20001,Allen,0,12752
Washington,53047,Okanogan,0,41377
Washington,53063,Spokane,113,490764
Kentucky,21209,Scott,6,52322
Missouri,29225,Webster,0,37558
North Carolina,37153,Richmond,0,45447
Tennessee,47161,Stewart,0,13248
Illinois,17143,Peoria,107,186145
Maryland,24001,Allegany,15,72591
Indiana,18047,Franklin,7,22835
California,06105,Trinity,0,13037
Indiana,18033,DeKalb,8,42524
Virginia,51043,Clarke,0,14331
Washington,53013,Columbia,0,3999
Missouri,29135,Moniteau,0,15904
Idaho,16019,Bonneville,35,110404
Virginia,51003,Albemarle,12,105105
Illinois,17117,Macoupin,0,45960
Delaware,10005,Sussex,38,215551
Virginia,51109,Louisa,0,34813
Virginia,51143,Pittsylvania,0,61970
Illinois,17073,Henry,3,49649
Texas,48303,Lubbock,267,298042
Montana,30021,Dawson,3,9324
Texas,48343,Morris,0,12530
Virginia,51051,Dickenson,0,15181
Tennessee,47027,Clay,0,7684
Delaware,10001,Kent,29,173145
Oklahoma,40099,Murray,0,13797
Texas,48027,Bell,90,336506
Pennsylvania,42047,Elk,0,30781
Iowa,19153,Polk,112,467235
California,06103,Tehama,8,63247
Utah,49057,Weber,64,244101
Texas,48221,Hood,12,55418
Colorado,08045,Garfield,5,57945
Tennessee,47187,Williamson,28,212161
Idaho,16031,Cassia,6,23472
Ohio,39139,Richland,37,121533
Oklahoma,40123,Pontotoc,12,38289
Georgia,13021,Bibb,117,153923
Kentucky,21049,Clark,8,35757
Oklahoma,40137,Stephens,9,44293
Texas,48467,Van Zandt,0,53607
Florida,12049,Hardee,0,27326
Nebraska,31099,Kearney,0,6547
Ohio,39103,Medina,12,176362
Virginia,51071,Giles,0,16867
Arkansas,05057,Hempstead,8,22154
Iowa,19109,Kossuth,0,15166
Ohio,39045,Fairfield,20,151526
Kentucky,21129,Lee,0,6717
Georgia,13077,Coweta,19,138015
Missouri,29147,Nodaway,0,22744
Mississippi,28091,Marion,6,25466
Alabama,01011,Bullock,0,10478
Wisconsin,55059,Kenosha,27,167886
Alabama,01099,Monroe,8,21745
Mississippi,28039,George,6,23545
Georgia,13209,Montgomery,0,8962
Utah,49015,Emery,0,10410
Utah,49033,Rich,0,2307
Alabama,01123,Tallapoosa,6,40756
Pennsylvania,42059,Greene,0,37338
Colorado,08015,Chaffee,2,18818
West Virginia,54109,Wyoming,0,22130
Wisconsin,55053,Jackson,0,20531
Nebraska,31055,Douglas,187,549706
North Carolina,37091,Hertford,10,24262
Pennsylvania,42129,Westmoreland,51,356835
South Dakota,46027,Clay,0,13907
Texas,48359,Oldham,0,2083
Iowa,19181,Warren,0,48630
Iowa,19031,Cedar,0,18368
California,06083,Santa Barbara,82,442996
Montana,30061,Mineral,0,4194
California,06085,Santa Clara,313,1911226
North Carolina,37139,Pasquotank,10,39546
Illinois,17145,Perry,0,21467
Colorado,08055,Huerfano,0,6498
Arkansas,05039,Dallas,0,7585
North Carolina,37123,Montgomery,0,27445
Montana,30105,Valley,0,7561
North Carolina,37055,Dare,0,35412
Minnesota,27115,Pine,0,29057
Georgia,13157,Jackson,0,63851
Arkansas,05083,Logan,0,21802
Alabama,01005,Barbour,5,26201
Mississippi,28033,DeSoto,44,173267
Mississippi,28125,Sharkey,0,4631
New York,36055,Monroe,191,748680
Indiana,18071,Jackson,7,43779
Texas,48377,Presidio,0,7191
Ohio,39033,Crawford,9,42231
Oklahoma,40039,Custer,4,29169
Ohio,39129,Pickaway,8,57075
Arkansas,05113,Polk,6,20212
Vermont,50015,Lamoille,0,25191
Texas,48349,Navarro,9,48239
Florida,12101,Pasco,166,498136
Wyoming,56007,Carbon,6,15689
Georgia,13159,Jasper,0,13732
Georgia,13247,Rockdale,16,88482
Georgia,13129,Gordon,8,56424
Maryland,24039,Somerset,0,25801
California,06107,Tulare,51,458809
North Dakota,38101,Ward,19,69628
New York,36003,Allegany,6,47400
California,06115,Yuba,24,74644
Minnesota,27167,Wilkin,0,6398
Ohio,39167,Washington,11,60871
Arkansas,05045,Faulkner,25,121282
Maryland,24009,Calvert,4,90824
Florida,12037,Franklin,0,11675
South Dakota,46009,Bon Homme,0,6972
Minnesota,27141,Sherburne,0,92024
Mississippi,28155,Webster,0,9868
Louisiana,22041,Franklin,6,20388
South Dakota,46121,Todd,0,10016
Indiana,18013,Brown,0,15007
Michigan,26069,Iosco,4,25317
Pennsylvania,42113,Sullivan,0,6192
Nebraska,31127,Nemaha,0,7041
Pennsylvania,42081,Lycoming,32,115398
Indiana,18087,LaGrange,0,38720
Texas,48403,Sabine,0,10429
Oklahoma,40117,Pawnee,0,16448
Missouri,29129,Mercer,0,3669
Indiana,18011,Boone,8,63013
Minnesota,27163,Washington,31,250979
Minnesota,27047,Freeborn,18,30619
Kentucky,21213,Simpson,0,17881
Nebraska,31079,Hall,16,61233
Kentucky,21231,Wayne,0,20692
Texas,48239,Jackson,0,14756
Ohio,39041,Delaware,6,193024
Mississippi,28119,Quitman,0,7537
Illinois,17193,White,0,14186
Florida,12083,Marion,110,343778
Illinois,17009,Brown,0,6791
Missouri,29055,Crawford,0,24387
Louisiana,22049,Jackson,0,15952
Ohio,39173,Wood,10,129504
North Carolina,37059,Davie,0,41766
Georgia,13123,Gilmer,0,29614
Georgia,13091,Dodge,6,21063
Illinois,17011,Bureau,9,33619
Florida,12089,Nassau,0,78435
California,06011,Colusa,0,21479
Colorado,08069,Larimer,55,330976
North Dakota,38043,Kidder,0,2457
Maryland,24023,Garrett,2,29516
Florida,12041,Gilchrist,0,17191
Arkansas,05145,White,13,78706
North Carolina,37133,Onslow,14,192685
Tennessee,47059,Greene,6,68520
Kansas,20209,Wyandotte,145,163227
West Virginia,54001,Barbour,0,16790
Colorado,08031,Denver,227,678467
Illinois,17103,Lee,6,34670
Pennsylvania,42021,Cambria,30,135871
Georgia,13253,Seminole,0,8549
Texas,48231,Hunt,23,90322
Pennsylvania,42071,Lancaster,64,536494
Wyoming,56023,Lincoln,0,18791
North Dakota,38025,Dunn,0,4349
Georgia,13245,Richmond,264,201568
Georgia,13299,Ware,22,35688
Texas,48233,Hutchinson,4,21704
North Dakota,38007,Billings,0,983
North Dakota,38003,Barnes,0,10971
Missouri,29075,Gentry,0,6688
North Dakota,38053,McKenzie,0,11679
North Carolina,37081,Guilford,142,517197
Michigan,26095,Luce,0,6406
Wyoming,56009,Converse,0,14166
Oklahoma,40037,Creek,0,70899
Arkansas,05035,Crittenden,0,49278
Ohio,39001,Adams,0,27926
Missouri,29167,Polk,8,31347
Ohio,39123,Ottawa,4,40769
Mississippi,28027,Coahoma,10,24296
Louisiana,22057,Lafourche,21,98112
Oklahoma,40023,Choctaw,0,14979
Alaska,02070,Dillingham,0,4974
Minnesota,27043,Faribault,4,13966
Illinois,17005,Bond,0,17034
Texas,48319,Mason,0,4122
North Carolina,37173,Swain,0,14208
Nebraska,31103,Keya Paha,0,720
Ohio,39151,Stark,128,374273
Arizona,04009,Graham,0,37700
Iowa,19111,Lee,10,34785
Missouri,29123,Madison,0,12226
Missouri,29097,Jasper,88,118522
Texas,48057,Calhoun,6,21821
Georgia,13155,Irwin,0,9278
Kansas,20179,Sheridan,0,2497
Minnesota,27097,Morrison,6,32880
Virginia,51683,Manassas City,11,41379
South Dakota,46099,Minnehaha,54,183660
Pennsylvania,42039,Crawford,16,86847
Indiana,18115,Ohio,0,5911
Kansas,20085,Jackson,0,13322
Massachusetts,25013,Hampden,119,469188
Texas,48181,Grayson,62,126146
Kentucky,21161,Mason,5,17167
Wisconsin,55111,Sauk,10,63340
Arkansas,05051,Garland,41,97994
Virginia,51069,Frederick,0,83784
Georgia,13317,Wilkes,0,9905
Ohio,39087,Lawrence,0,61057
Kansas,20129,Morton,0,2931
Nebraska,31141,Platte,5,32875
Missouri,29001,Adair,10,25437
Iowa,19131,Mitchell,0,10663
Pennsylvania,42009,Bedford,4,48891
Kentucky,21201,Robertson,0,2161
North Carolina,37097,Iredell,36,169798
Illinois,17023,Clark,0,15924
Arizona,04019,Pima,296,1007257
New York,36053,Madison,6,71760
Indiana,18005,Bartholomew,17,81024
Indiana,18147,Spencer,0,20610
Ohio,39127,Perry,0,35983
Kentucky,21175,Morgan,0,13281
Ohio,39159,Union,7,54688
Kentucky,21009,Barren,10,43418
Kansas,20115,Marion,0,12087
Georgia,13255,Spalding,22,64192
Oregon,41007,Clatsop,4,38021
New Mexico,35033,Mora,0,4605
Oregon,41065,Wasco,17,25687
Nebraska,31183,Wheeler,0,846
Missouri,29047,Clay,172,236068
Tennessee,47061,Grundy,0,13359
Iowa,19195,Worth,0,7502
Montana,30033,Garfield,0,1086
Illinois,17019,Champaign,51,207946
Indiana,18027,Daviess,5,32777
Virginia,51105,Lee,0,24428
Michigan,26029,Charlevoix,0,26160
Florida,12085,Martin,74,155719
Nevada,32017,Lincoln,0,5203
Idaho,16023,Butte,0,2613
New Mexico,35047,San Miguel,8,28203
South Dakota,46061,Hanson,0,3404
Kansas,20183,Smith,0,3693
Georgia,13057,Cherokee,15,235896
Idaho,16027,Canyon,41,207027
Virginia,51113,Madison,0,13108
Kentucky,21193,Perry,32,27329
Iowa,19101,Jefferson,0,17945
Tennessee,47189,Wilson,12,128874
Ohio,39115,Morgan,0,14773
Hawaii,15009,Maui,20,164094
Arizona,04021,Pinal,22,405537
Massachusetts,25009,Essex,98,775860
Florida,12009,Brevard,159,568183
Iowa,19167,Sioux,0,34692
New York,36111,Ulster,25,180129
Missouri,29175,Randolph,8,24987
Washington,53011,Clark,90,457474
Kentucky,21053,Clinton,0,10208
Nebraska,31111,Lincoln,19,35569
Georgia,13177,Lee,0,29216
West Virginia,54009,Brooke,0,23067
South Dakota,46083,Lincoln,0,53147
Texas,48113,Dallas,614,2552213
New York,36123,Yates,0,25083
New Mexico,35057,Torrance,0,15534
Texas,48283,La Salle,0,7418
Oklahoma,40079,Le Flore,4,49860
Wisconsin,55013,Burnett,0,15239
Kansas,20203,Wichita,0,2157
Mississippi,28115,Pontotoc,0,31075
West Virginia,54015,Clay,0,8901
Arkansas,05109,Pike,0,10893
Wyoming,56001,Albany,4,37944
Tennessee,47145,Roane,6,52926
South Carolina,45037,Edgefield,0,26620
Oregon,41011,Coos,12,62921
South Dakota,46005,Beadle,6,18163
Colorado,08115,Sedgwick,0,2357
Oklahoma,40009,Beckham,6,22971
Michigan,26105,Mason,6,28800
Oregon,41039,Lane,67,363471
Arkansas,05061,Howard,0,13472
Oklahoma,40089,McCurtain,0,33026
Michigan,26049,Genesee,151,410881
Mississippi,28069,Kemper,0,10082
Minnesota,27069,Kittson,0,4384
Kansas,20081,Haskell,0,4081
Virginia,51035,Carroll,0,29767
Colorado,08065,Lake,0,7481
South Dakota,46085,Lyman,0,3882
Nebraska,31011,Boone,0,5357
Mississippi,28109,Pearl River,6,55049
Wyoming,56021,Laramie,15,97031
Illinois,17051,Fayette,4,21980
Oregon,41045,Malheur,8,30421
Michigan,26097,Mackinac,0,10836
Montana,30037,Golden Valley,0,747
Kansas,20017,Chase,0,2665
Wisconsin,55125,Vilas,10,21465
Nebraska,31033,Cheyenne,4,10012
Wisconsin,55103,Richland,4,17626
Oklahoma,40133,Seminole,0,25246
Oregon,41041,Lincoln,0,47307
Alabama,01051,Elmore,5,80989
Tennessee,47021,Cheatham,0,39713
Texas,48275,Knox,0,3753
Virginia,51133,Northumberland,0,12254
Kansas,20137,Norton,0,5527
Wisconsin,55121,Trempealeau,0,29510
Pennsylvania,42049,Erie,88,277794
Utah,49007,Carbon,6,20512
Idaho,16051,Jefferson,0,27410
Indiana,18173,Warrick,24,61581
Georgia,13185,Lowndes,48,113941
Ohio,39057,Greene,20,164825
Arkansas,05019,Clark,0,22495
Idaho,16075,Payette,0,22839
Texas,48439,Tarrant,409,1983675
Nevada,32021,Mineral,0,4471
Maryland,24027,Howard,16,312495
Rhode Island,44007,Providence,237,633704
Mississippi,28127,Simpson,0,27215
Minnesota,27103,Nicollet,0,33477
Virginia,51159,Richmond,0,8873
Oklahoma,40147,Washington,8,51867
Florida,12011,Broward,587,1890416
North Carolina,37185,Warren,0,20190
Tennessee,47129,Morgan,0,21639
Minnesota,27143,Sibley,0,14888
Ohio,39143,Sandusky,18,59559
Maryland,24029,Kent,6,19666
California,06077,San Joaquin,121,724153
Alabama,01101,Montgomery,88,227120
Texas,48001,Anderson,10,57747
Wisconsin,55069,Lincoln,0,27994
Virginia,51013,Arlington,32,229534
Pennsylvania,42075,Lebanon,18,137616
Iowa,19117,Lucas,0,8600
Mississippi,28021,Claiborne,0,9106
North Dakota,38055,McLean,0,9607
Tennessee,47179,Washington,76,126437
Tennessee,47131,Obion,7,30659
Wisconsin,55045,Green,6,36869
Louisiana,22115,Vernon,7,51906
Indiana,18163,Vanderburgh,154,181831
Illinois,17195,Whiteside,9,56823
Missouri,29011,Barton,4,11942
Texas,48281,Lampasas,0,20473
Indiana,18061,Harrison,4,39450
Missouri,29149,Oregon,0,10779
Arkansas,05013,Calhoun,0,5194
Virginia,51067,Franklin,4,56277
New York,36117,Wayne,8,91442
Alabama,01133,Winston,4,23968
Mississippi,28131,Stone,0,17981
Pennsylvania,42069,Lackawanna,51,211960
West Virginia,54033,Harrison,20,68438
North Dakota,38077,Richland,0,16333
West Virginia,54099,Wayne,0,41063
Arizona,04007,Gila,8,53145
Tennessee,47035,Cumberland,12,58178
Louisiana,22005,Ascension,0,119129
Nebraska,31041,Custer,0,10836
Texas,48375,Potter,99,121230
Pennsylvania,42037,Columbia,22,66615
Georgia,13269,Taylor,0,8267
Florida,12071,Lee,141,700165
Tennessee,47039,Decatur,0,11681
Alabama,01007,Bibb,0,22580
Texas,48253,Jones,0,19969
Minnesota,27061,Itasca,9,45237
Utah,49029,Morgan,0,11014
Virginia,51061,Fauquier,8,68406
Illinois,17149,Pike,0,15930
Oklahoma,40139,Texas,0,21409
Tennessee,47069,Hardeman,0,25784
Kentucky,21199,Pulaski,38,63974
Texas,48047,Brooks,0,7251
Texas,48495,Winkler,0,7777
Minnesota,27145,Stearns,41,155300
Ohio,39003,Allen,62,104157
Nebraska,31063,Frontier,0,2624
Montana,30065,Musselshell,0,4766
Michigan,26127,Oceana,0,26317
Kansas,20091,Johnson,110,578797
Indiana,18161,Union,0,7225
Georgia,13301,Warren,0,5410
Illinois,17121,Marion,9,38305
Mississippi,28151,Washington,22,48002
Missouri,29005,Atchison,0,5335
West Virginia,54073,Pleasants,0,7527
Oregon,41017,Deschutes,36,175321
Colorado,08073,Lincoln,0,5520
Texas,48089,Colorado,4,20913
Iowa,19085,Harrison,0,14196
Colorado,08029,Delta,6,30217
Georgia,13015,Bartow,21,102623
Illinois,17043,DuPage,257,931826
Montana,30083,Richland,0,11405
Wisconsin,55027,Dodge,10,87833
Virginia,51047,Culpeper,6,49795
Montana,30085,Roosevelt,0,11218
Texas,48083,Coleman,0,8422
Illinois,17063,Grundy,8,50333
Idaho,16009,Benewah,0,9050
South Carolina,45023,Chester,6,32424
Iowa,19073,Greene,4,9046
Illinois,17111,McHenry,33,308043
Oklahoma,40093,Major,0,7730
Texas,48419,Shelby,0,25689
Colorado,08125,Yuma,0,10109
Indiana,18151,Steuben,2,34459
Georgia,13013,Barrow,6,75099
North Dakota,38071,Ramsey,0,11574
Idaho,16081,Teton,0,10776
Arkansas,05081,Little River,0,12494
Pennsylvania,42133,York,60,442216
Georgia,13037,Calhoun,0,6503
Kentucky,21067,Fayette,260,315109
South Dakota,46045,Edmunds,0,3971
Texas,48385,Real,0,3358
Illinois,17071,Henderson,0,6927
Oregon,41019,Douglas,32,107576
South Dakota,46051,Grant,0,7133
New Hampshire,33013,Merrimack,18,147958
Minnesota,27123,Ramsey,135,537893
Tennessee,47165,Sumner,38,175730
Tennessee,47029,Cocke,5,35262
California,06065,Riverside,351,2355002
Kentucky,21233,Webster,0,13180
Florida,12017,Citrus,40,141373
North Carolina,37187,Washington,0,12331
Texas,48363,Palo Pinto,8,28109
Nevada,32007,Elko,7,52377
North Dakota,38017,Cass,111,170620
Oregon,41037,Lake,0,7807
Texas,48045,Briscoe,0,1591
Montana,30055,McCone,0,1728
Texas,48311,McMullen,0,600
Texas,48417,Shackelford,0,3348
Oklahoma,40019,Carter,13,48407
Texas,48367,Parker,20,125963
California,06113,Yolo,14,212605
Georgia,13233,Polk,0,41444
North Carolina,37051,Cumberland,48,332766
South Carolina,45001,Abbeville,6,24788
North Carolina,37195,Wilson,14,81379
Kentucky,21117,Kenton,54,163987
Michigan,26037,Clinton,2,77321
Georgia,13083,Dade,0,16282
Missouri,29139,Montgomery,0,11618
Michigan,26013,Baraga,0,8580
Missouri,29159,Pettis,9,42309
Tennessee,47105,Loudon,5,51024
North Dakota,38091,Steele,0,1915
Wisconsin,55039,Fond du Lac,15,102082
Mississippi,28075,Lauderdale,51,78221
Virginia,51153,Prince William,24,450763
Montana,30041,Hill,6,16468
Minnesota,27013,Blue Earth,29,65767
North Carolina,37143,Perquimans,0,13506
Missouri,29201,Scott,12,38858
Texas,48413,Schleicher,0,3122
North Dakota,38037,Grant,0,2387
New York,36103,Suffolk,281,1497595
Ohio,39089,Licking,38,170678
West Virginia,54013,Calhoun,0,7450
Indiana,18073,Jasper,4,33448
Florida,12061,Indian River,40,147981
Wisconsin,55075,Marinette,10,40712
Kentucky,21039,Carlisle,0,4890
Montana,30005,Blaine,0,6646
Georgia,13193,Macon,0,13675
Mississippi,28059,Jackson,48,141314
Arkansas,05037,Cross,0,17164
Florida,12063,Jackson,7,48571
Arkansas,05093,Mississippi,5,43534
West Virginia,54059,Mingo,6,25150
North Carolina,37093,Hoke,0,52571
Indiana,18109,Morgan,10,69533
Ohio,39113,Montgomery,196,531987
Nebraska,31087,Hitchcock,0,2860
Vermont,50027,Windsor,0,55485
Kentucky,21003,Allen,0,20628
Texas,48129,Donley,0,3433
Mississippi,28045,Hancock,6,46277
Florida,12065,Jefferson,0,14085
Georgia,13059,Clarke,104,123554
Minnesota,27119,Polk,5,31564
South Carolina,45083,Spartanburg,39,297732
Nevada,32013,Humboldt,3,17088
Texas,48477,Washington,5,34667
Virginia,51033,Caroline,0,29889
Florida,12045,Gulf,0,16018
Texas,48501,Yoakum,0,8481
Idaho,16045,Gem,0,16850
Oklahoma,40077,Latimer,0,10621
South Dakota,46019,Butte,0,10194
Tennessee,47067,Hancock,0,6605
New York,36087,Rockland,39,325027
Texas,48395,Robertson,0,16727
Minnesota,27129,Renville,0,14798
Missouri,29127,Marion,8,28703
Florida,12035,Flagler,18,105015
California,06031,Kings,22,150183
Ohio,39025,Clermont,16,202166
North Carolina,37129,New Hanover,57,219866
Nebraska,31165,Sioux,0,1256
Minnesota,27021,Cass,0,28810
Missouri,29221,Washington,0,24968
North Carolina,37031,Carteret,8,68699
Iowa,19125,Marion,3,33127
Colorado,08061,Kiowa,0,1368
Oklahoma,40033,Cotton,0,6000
Maryland,24041,Talbot,16,37461
Indiana,18037,Dubois,26,42379
Florida,12103,Pinellas,279,949842
Kentucky,21093,Hardin,20,107699
Arkansas,05107,Phillips,6,19518
Michigan,26131,Ontonagon,0,6072
Kentucky,21007,Ballard,0,8152
Texas,48097,Cooke,5,39064
Georgia,13221,Oglethorpe,0,14654
