state,county_id,county_name,icu_beds,population
Indiana,18137,Ripley,0,28372
Georgia,13143,Haralson,0,28722
Alabama,01111,Randolph,0,22530
Iowa,19009,Audubon,0,5711
Iowa,19121,Madison,0,15720
Iowa,19041,Clay,0,16387
Alabama,01063,Greene,0,8533
Kentucky,21141,Logan,6,26847
Iowa,19019,Buchanan,0,21101
Pennsylvania,42119,Union,12,45056
Ohio,39149,Shelby,7,48902
North Carolina,37009,Ashe,0,26833
Michigan,26039,Crawford,6,13821
Indiana,18075,Jay,0,21107
Louisiana,22073,Ouachita,88,156433
Pennsylvania,42031,Clarion,7,38747
Utah,49023,Juab,0,10694
West Virginia,54067,Nicholas,0,25496
Virginia,51135,Nottoway,0,15537
Missouri,29085,Hickory,0,9352
Tennessee,47009,Blount,16,127135
Georgia,13089,DeKalb,168,736066
Utah,49021,Iron,6,48504
North Carolina,37155,Robeson,25,134187
Missouri,29109,Lawrence,0,38131
North Carolina,37099,Jackson,9,41725
New York,36063,Niagara,32,212675
North Carolina,37057,Davidson,29,164118
Ohio,39017,Butler,74,375702
Virginia,51165,Rockingham,0,78653
Colorado,08079,Mineral,0,834
West Virginia,54105,Wirt,0,5800
Wisconsin,55007,Bayfield,0,15004
Virginia,51059,Fairfax,178,1142004
Kansas,20141,Osborne,0,3684
Kentucky,21001,Adair,0,19304
West Virginia,54077,Preston,0,33760
Iowa,19161,Sac,0,9936
Washington,53037,Kittitas,6,43726
Texas,48389,Reeves,0,14791
Oklahoma,40111,Okmulgee,0,39121
North Carolina,37019,Brunswick,19,122586
Kentucky,21135,Lewis,0,13565
Michigan,26067,Ionia,2,64147
Kansas,20095,Kingman,0,7576
Kentucky,21235,Whitley,10,36027
South Carolina,45009,Bamberg,0,14842
Mississippi,28103,Noxubee,0,10942
West Virginia,54075,Pocahontas,0,8574
North Dakota,38009,Bottineau,0,6651
Iowa,19197,Wright,0,12864
California,06069,San Benito,8,58671
North Dakota,38095,Towner,0,2258
Pennsylvania,42015,Bradford,42,61546
Kentucky,21069,Fleming,3,14515
Kansas,20021,Cherokee,0,20501
Ohio,39133,Portage,16,162080
Minnesota,27073,Lac qui Parle,0,6840
Kentucky,21207,Russell,2,17731
New Jersey,34019,Hunterdon,12,125717
New Jersey,34041,Warren,20,107088
Texas,48431,Sterling,0,1139
Wisconsin,55127,Walworth,16,102917
Kentucky,21145,McCracken,58,65285
Texas,48039,Brazoria,16,345995
Nebraska,31135,Perkins,0,2904
Louisiana,22127,Winn,5,14631
Kentucky,21111,Jefferson,366,764378
Kansas,20109,Logan,0,2790
Colorado,08105,Rio Grande,0,11430
Oregon,41033,Josephine,12,84514
Massachusetts,25017,Middlesex,216,1582857
Pennsylvania,42117,Tioga,6,41550
Illinois,17085,Jo Daviess,0,22046
Colorado,08057,Jackson,0,1372
Wisconsin,55139,Winnebago,26,169540
Mississippi,28031,Covington,0,19172
Missouri,29045,Clark,0,6807
North Dakota,38083,Sheridan,0,1403
Kansas,20199,Wallace,0,1591
Pennsylvania,42115,Susquehanna,4,41716
Indiana,18063,Hendricks,39,158170
Wisconsin,55113,Sawyer,0,16384
Nebraska,31085,Hayes,0,957
California,06097,Sonoma,82,500943
Wyoming,56011,Crook,0,7347
Arkansas,05023,Cleburne,0,25361
Florida,12059,Holmes,0,19483
Mississippi,28121,Rankin,18,149645
Oregon,41027,Hood River,0,22938
Wyoming,56027,Niobrara,0,2479
Louisiana,22067,Morehouse,12,26290
Georgia,13051,Chatham,78,285506
Arkansas,05121,Randolph,2,17514
Texas,48447,Throckmorton,0,1541
New Hampshire,33001,Belknap,10,60383
Arkansas,05075,Lawrence,0,16777
West Virginia,54021,Gilmer,0,8305
California,06007,Butte,43,225207
Nebraska,31173,Thurston,0,7055
Montana,30025,Fallon,0,2925
Oregon,41071,Yamhill,11,102366
Oregon,41053,Polk,0,79666
Kansas,20073,Greenwood,0,6227
Oklahoma,40085,Love,0,9843
Colorado,08083,Montezuma,4,25770
Alabama,01067,Henry,0,17110
Indiana,18129,Posey,0,25599
Virginia,51131,Northampton,0,11998
Texas,48147,Fannin,2,33787
Ohio,39005,Ashland,6,53299
New York,36091,Saratoga,19,226632
Utah,49005,Cache,14,120288
Louisiana,22051,Jefferson,215,437038
Georgia,13075,Cook,0,17190
Rhode Island,44001,Bristol,0,49028
Texas,48351,Newton,0,14187
Texas,48235,Irion,0,1592
Wisconsin,55017,Chippewa,6,63445
North Dakota,38093,Stutsman,6,21058
Nebraska,31153,Sarpy,8,175188
Michigan,26027,Cass,0,51397
Wisconsin,55071,Manitowoc,16,79680
Georgia,13003,Atkinson,0,8313
North Dakota,38029,Emmons,0,3389
Tennessee,47137,Pickett,0,5071
Mississippi,28147,Walthall,0,14670
West Virginia,54091,Taylor,0,16977
Tennessee,47043,Dickson,6,51341
Arkansas,05071,Johnson,8,26155
Georgia,13127,Glynn,24,83467
Connecticut,09013,Tolland,16,151596
Oregon,41057,Tillamook,4,25840
Louisiana,22019,Calcasieu,75,198753
Florida,12057,Hillsborough,432,1351087
Tennessee,47051,Franklin,10,41397
Kentucky,21051,Clay,6,20866
Nebraska,31017,Brown,0,3058
Missouri,29027,Callaway,0,44793
Virginia,51037,Charlotte,0,12176
Missouri,29157,Perry,0,19135
Ohio,39145,Scioto,16,76871
North Dakota,38065,Oliver,0,1822
California,06017,El Dorado,28,185015
Montana,30023,Deer Lodge,0,9131
Texas,48291,Liberty,0,79884
Texas,48011,Armstrong,0,1929
Texas,48279,Lamb,0,13368
Utah,49009,Daggett,0,702
Missouri,29199,Scotland,0,4883
New Jersey,34029,Ocean,106,589699
South Dakota,46097,Miner,0,2255
Kentucky,21139,Livingston,0,9288
Indiana,18181,White,0,24279
Minnesota,27029,Clearwater,0,8824
Iowa,19043,Clayton,0,17711
Georgia,13097,Douglas,8,140152
Georgia,13045,Carroll,18,114898
Texas,48177,Gonzales,0,20558
Illinois,17003,Alexander,0,6776
Arkansas,05079,Lincoln,0,13885
Illinois,17027,Clinton,4,37640
Iowa,19063,Emmet,0,9661
Pennsylvania,42029,Chester,93,514652
Idaho,16077,Power,0,7667
Iowa,19005,Allamakee,0,13940
New Mexico,35025,Lea,8,69505
Alabama,01059,Franklin,7,31507
Virginia,51700,Newport News City,88,180775
Illinois,17131,Mercer,0,15794
Wisconsin,55051,Iron,0,5748
Texas,48217,Hill,5,35098
Georgia,13023,Bleckley,0,12779
Idaho,16079,Shoshone,0,12490
New Jersey,34005,Burlington,82,449192
Tennessee,47127,Moore,0,6302
Georgia,13121,Fulton,538,1010420
New Mexico,35028,Los Alamos,6,18031
Pennsylvania,42063,Indiana,12,86551
North Carolina,37161,Rutherford,18,66523
Idaho,16039,Elmore,0,26232
Michigan,26041,Delta,9,36395
Pennsylvania,42085,Mercer,45,113623
Kentucky,21133,Letcher,6,23011
Michigan,26079,Kalkaska,0,17358
Montana,30087,Rosebud,1,9292
Illinois,17151,Pope,0,4360
South Dakota,46107,Potter,0,2318
South Dakota,46071,Jackson,0,3275
Connecticut,09001,Fairfield,173,947328
Georgia,13063,Clayton,34,274150
Kansas,20147,Phillips,0,5446
Virginia,51063,Floyd,0,15594
South Carolina,45027,Clarendon,6,34156
Missouri,29007,Audrain,0,25763
Kentucky,21187,Owen,0,10686
Arizona,04012,La Paz,3,20477
Illinois,17067,Hancock,0,18264
Michigan,26135,Oscoda,0,8304
Tennessee,47115,Marion,0,28355
Washington,53049,Pacific,0,20940
Iowa,19087,Henry,0,19865
Missouri,29037,Cass,9,101888
Indiana,18157,Tippecanoe,30,186081
Kentucky,21127,Lawrence,6,15844
Louisiana,22075,Plaquemines,0,23394
Arkansas,05031,Craighead,66,104246
Nebraska,31113,Logan,0,919
Florida,12105,Polk,145,652256
Alabama,01081,Lee,28,156597
South Dakota,46117,Stanley,0,2994
Oklahoma,40151,Woods,0,9132
North Dakota,38027,Eddy,0,2321
Kansas,20193,Thomas,1,7847
Tennessee,47113,Madison,76,97887
Wisconsin,55057,Juneau,0,26427
Montana,30091,Sheridan,0,3568
Kansas,20155,Reno,20,63360
Tennessee,47147,Robertson,8,68575
Florida,12067,Lafayette,0,8684
Virginia,51660,Harrisonburg City,34,53064
Georgia,13291,Union,5,22262
New York,36073,Orleans,0,41584
Pennsylvania,42051,Fayette,15,133160
Kentucky,21031,Butler,0,12735
South Dakota,46053,Gregory,0,4209
Pennsylvania,42057,Fulton,0,14631
Missouri,29061,Daviess,0,8300
Alabama,01057,Fayette,12,16657
Minnesota,27045,Fillmore,0,20825
Indiana,18177,Wayne,30,66972
North Carolina,37121,Mitchell,0,15155
Missouri,29031,Cape Girardeau,32,78013
Oregon,41029,Jackson,50,212070
Colorado,08021,Conejos,0,8147
Idaho,16037,Custer,0,4141
South Carolina,45059,Laurens,8,66508
Virginia,51199,York,0,67196
Vermont,50025,Windham,0,43332
Missouri,29209,Stone,0,31529
Michigan,26125,Oakland,409,1241860
Mississippi,28019,Choctaw,0,8360
Texas,48247,Jim Hogg,0,5262
Wisconsin,55131,Washington,12,133967
California,06051,Mono,2,14058
Nebraska,31163,Sherman,0,3048
Georgia,13271,Telfair,0,16339
Oregon,41055,Sherman,0,1635
Indiana,18119,Owen,0,20957
Nebraska,31029,Chase,0,3803
Oklahoma,40105,Nowata,0,10448
Alabama,01065,Hale,0,14995
North Dakota,38013,Burke,0,2253
Michigan,26119,Montmorency,0,9290
Minnesota,27155,Traverse,0,3357
Georgia,13207,Monroe,0,26795
Alabama,01107,Pickens,4,20170
Maryland,24047,Worcester,6,51559
Utah,49017,Garfield,0,5020
Missouri,29089,Howard,0,10144
Iowa,19163,Scott,46,171493
Georgia,13031,Bulloch,24,73742
Tennessee,47093,Knox,254,452286
Wisconsin,55089,Ozaukee,46,87817
Michigan,26151,Sanilac,0,41535
Georgia,13169,Jones,0,28540
Illinois,17055,Franklin,0,39302
Virginia,51187,Warren,8,38991
New York,36043,Herkimer,0,62943
California,06101,Sutter,0,95583
Alabama,01103,Morgan,34,119157
Texas,48337,Montague,0,19406
Arkansas,05129,Searcy,0,7925
Texas,48333,Mills,0,4887
Oklahoma,40125,Pottawatomie,14,71614
Kansas,20123,Mitchell,4,6230
Texas,48365,Panola,0,23574
Texas,48219,Hockley,0,23273
Illinois,17049,Effingham,10,34164
Arkansas,05017,Chicot,0,11008
Georgia,13231,Pike,0,17919
Idaho,16021,Boundary,0,11323
Kansas,20101,Lane,0,1702
West Virginia,54061,Monongalia,119,103715
Ohio,39027,Clinton,6,41869
West Virginia,54047,McDowell,7,19707
Connecticut,09011,New London,32,270772
Washington,53015,Cowlitz,18,103590
New York,36037,Genesee,10,58537
Nebraska,31115,Loup,0,537
North Carolina,37067,Forsyth,259,368362
Kentucky,21011,Bath,0,12189
Georgia,13053,Chattahoochee,0,11096
Arkansas,05133,Sevier,0,17206
Ohio,39147,Seneca,9,55549
Illinois,17125,Mason,0,13904
Georgia,13105,Elbert,4,19288
Pennsylvania,42007,Beaver,20,168161
Texas,48009,Archer,0,8793
South Dakota,46111,Sanborn,0,2366
North Carolina,37171,Surry,10,72315
South Carolina,45089,Williamsburg,4,32256
Texas,48211,Hemphill,0,4152
Virginia,51093,Isle of Wight,0,36090
Tennessee,47063,Hamblen,20,63465
North Carolina,37065,Edgecombe,15,54032
Texas,48433,Stonewall,0,1084
Maryland,24025,Harford,19,250132
California,06025,Imperial,28,179957
Mississippi,28067,Jones,14,68328
Iowa,19173,Taylor,0,6214
Michigan,26081,Kent,150,636376
Kentucky,21065,Estill,0,14382
Pennsylvania,42077,Lehigh,143,360774
Florida,12023,Columbia,27,68484
Mississippi,28161,Yalobusha,0,12426
Texas,48325,Medina,0,48548
Illinois,17079,Jasper,0,9608
New York,36085,Richmond,114,475948
Nebraska,31101,Keith,0,8129
Idaho,16015,Boise,0,6968
Oregon,41013,Crook,0,21717
Texas,48067,Cass,0,30118
Alaska,02164,Lake and Peninsula,0,1301
Kansas,20133,Neosho,5,16209
Kentucky,21035,Calloway,10,38616
Pennsylvania,42055,Franklin,24,153003
Indiana,18145,Shelby,0,44339
Arkansas,05067,Jackson,0,17429
South Dakota,46057,Hamlin,0,5911
Texas,48265,Kerr,12,50761
New Mexico,35029,Luna,6,24319
California,06053,Monterey,27,433168
Indiana,18155,Switzerland,0,10617
Louisiana,22117,Washington,13,46449
Iowa,19191,Winneshiek,0,20575
Massachusetts,25027,Worcester,169,818249
North Carolina,37163,Sampson,8,63664
Pennsylvania,42095,Northampton,64,300941
Vermont,50001,Addison,0,36825
Nebraska,31039,Cuming,0,9039
Michigan,26023,Branch,10,43543
Kentucky,21059,Daviess,32,99258
Pennsylvania,42101,Philadelphia,528,1569657
Nevada,32009,Esmeralda,0,1102
Virginia,51630,Fredericksburg City,26,28135
Iowa,19039,Clarke,0,9267
Oklahoma,40075,Kiowa,0,9127
Montana,30009,Carbon,0,10466
Alabama,01019,Cherokee,0,25855
Maine,23019,Penobscot,51,152284
Virginia,51185,Tazewell,12,42689
Arkansas,05125,Saline,16,116252
Alabama,01131,Wilcox,0,10919
Alabama,01025,Clarke,0,24625
Kansas,20049,Elk,0,2581
Illinois,17179,Tazewell,8,134695
Virginia,51530,Buena Vista City,0,6495
Tennessee,47075,Haywood,0,17944
Ohio,39009,Athens,0,65563
North Dakota,38049,McHenry,0,5951
Michigan,26059,Hillsdale,4,45909
Ohio,39059,Guernsey,11,39414
South Carolina,45075,Orangeburg,20,89116
California,06093,Siskiyou,4,43530
Nebraska,31059,Fillmore,0,5603
Virginia,51101,King William,0,16329
North Dakota,38059,Morton,0,30059
North Carolina,37141,Pender,0,57630
North Dakota,38047,Logan,0,1932
Kansas,20097,Kiowa,0,2524
Georgia,13107,Emanuel,8,22502
Texas,48117,Deaf Smith,0,18947
Washington,53061,Snohomish,72,771904
Virginia,51017,Bath,0,4458
Minnesota,27171,Wright,3,131130
Mississippi,28083,Leflore,9,30113
Texas,48059,Callahan,0,13660
Alabama,01073,Jefferson,471,659460
Florida,12086,Miami-Dade,593,2702602
Tennessee,47049,Fentress,0,17940
Texas,48051,Burleson,0,17596
North Carolina,37035,Catawba,52,156182
Texas,48293,Limestone,6,23480
Virginia,51031,Campbell,0,55158
Kentucky,21029,Bullitt,0,78622
South Dakota,46021,Campbell,0,1443
Pennsylvania,42079,Luzerne,71,318222
Kentucky,21045,Casey,0,15805
New York,36009,Cattaraugus,0,78175
Mississippi,28029,Copiah,0,28748
West Virginia,54037,Jefferson,5,55673
Arkansas,05055,Greene,8,44197
Arkansas,05115,Pope,11,63372
Kansas,20107,Linn,0,9602
Minnesota,27015,Brown,0,25243
New York,36095,Schoharie,0,31611
Missouri,29141,Morgan,0,20097
Texas,48301,Loving,0,74
Texas,48257,Kaufman,8,114852
Iowa,19023,Butler,0,14822
Virginia,51820,Waynesboro City,0,21620
Montana,30069,Petroleum,0,453
Oregon,41063,Wallowa,0,6864
West Virginia,54005,Boone,0,23236
Nebraska,31091,Hooker,0,684
Louisiana,22085,Sabine,0,24145
Oklahoma,40065,Jackson,6,25574
Virginia,51011,Appomattox,0,15462
New York,36007,Broome,47,196124
Tennessee,47153,Sequatchie,0,14654
Pennsylvania,42067,Juniata,0,24448
New Jersey,34037,Sussex,10,143570
Mississippi,28015,Carroll,0,10221
Kansas,20083,Hodgeman,0,1875
Georgia,13071,Colquitt,10,45890
California,06059,Orange,651,3155816
Missouri,29227,Worth,0,2053
Kentucky,21081,Grant,0,24800
New York,36049,Lewis,6,26845
New Hampshire,33009,Grafton,54,89280
Ohio,39063,Hancock,34,75508
Nebraska,31149,Rock,0,1381
Florida,12087,Monroe,14,76745
Kansas,20047,Edwards,0,2946
North Dakota,38067,Pembina,0,7050
Wisconsin,55099,Price,4,13566
Illinois,17041,Douglas,0,19830
Pennsylvania,42027,Centre,0,160646
Michigan,26025,Calhoun,32,134327
West Virginia,54049,Marion,14,56575
Arizona,04001,Apache,0,71602
Kentucky,21043,Carter,0,27385
Illinois,17087,Johnson,0,12899
Georgia,13199,Meriwether,0,21152
New York,36109,Tompkins,16,104415
Missouri,29145,Newton,0,58237
Maine,23015,Lincoln,4,34021
Texas,48369,Parmer,0,9871
Kansas,20153,Rawlins,0,2520
Iowa,19095,Iowa,0,16231
Texas,48339,Montgomery,97,535187
Colorado,08085,Montrose,8,40908
Alabama,01091,Marengo,5,19743
Texas,48159,Franklin,0,10639
Ohio,39097,Madison,13,43732
North Carolina,37003,Alexander,0,37159
Florida,12029,Dixie,0,16323
Kansas,20025,Clark,0,2089
Louisiana,22125,West Feliciana,0,15376
Kentucky,21181,Nicholas,0,7061
Tennessee,47099,Lawrence,6,42591
Missouri,29067,Douglas,0,13391
Illinois,17053,Ford,2,13470
Missouri,29023,Butler,14,42826
Florida,12033,Escambia,120,309924
Ohio,39131,Pike,0,28291
Georgia,13241,Rabun,0,16354
Missouri,29009,Barry,0,35398
Texas,48077,Clay,0,10369
Mississippi,28047,Harrison,57,200491
Iowa,19103,Johnson,95,144425
Michigan,26077,Kalamazoo,34,259830
Oklahoma,40027,Cleveland,77,274024
Texas,48407,San Jacinto,0,27436
Iowa,19083,Hardin,0,17239
South Carolina,45057,Lancaster,20,86544
Nebraska,31095,Jefferson,0,7276
Mississippi,28107,Panola,0,34229
North Carolina,37049,Craven,72,103374
Texas,48143,Erath,5,41016
Missouri,29105,Laclede,4,35488
Virginia,51137,Orange,0,35265
Virginia,51790,Staunton City,0,24273
Tennessee,47141,Putnam,38,75565
Missouri,29077,Greene,163,286759
Kentucky,21223,Trimble,0,8697
Texas,48313,Madison,0,13979
South Carolina,45031,Darlington,12,67572
Minnesota,27017,Carlton,6,35408
Kansas,20079,Harvey,6,34683
Texas,48091,Comal,12,129100
Ohio,39079,Jackson,4,32624
Iowa,19051,Davis,0,8834
Louisiana,22069,Natchitoches,8,39051
Kentucky,21195,Pike,76,61586
Mississippi,28097,Montgomery,0,10309
South Dakota,46063,Harding,0,1281
Virginia,51540,Charlottesville City,25,46487
West Virginia,54003,Berkeley,20,111610
Nebraska,31143,Polk,0,5244
Iowa,19049,Dallas,0,80864
Texas,48399,Runnels,0,10266
Virginia,51036,Charles City,0,7022
Wisconsin,55087,Outagamie,64,183288
Colorado,08053,Hinsdale,0,820
Indiana,18067,Howard,13,82457
Iowa,19035,Cherokee,0,11577
South Carolina,45015,Berkeley,0,204632
Indiana,18021,Clay,0,26375
Michigan,26157,Tuscola,0,53569
Iowa,19155,Pottawattamie,29,93287
Pennsylvania,42089,Monroe,44,167306
North Dakota,38015,Burleigh,72,92372
Texas,48255,Karnes,0,15051
Wisconsin,55001,Adams,0,20111
Colorado,08005,Arapahoe,127,626612
Minnesota,27157,Wabasha,0,21490
Oklahoma,40041,Delaware,6,41878
Iowa,19129,Mills,0,14933
Mississippi,28053,Humphreys,0,8678
Georgia,13135,Gwinnett,82,889954
Massachusetts,25007,Dukes,0,17275
Oklahoma,40021,Cherokee,30,48404
New Mexico,35043,Sandoval,0,138815
Nebraska,31125,Nance,0,3569
Kentucky,21037,Campbell,21,91804
Nebraska,31027,Cedar,0,8561
Ohio,39023,Clark,38,135520
New Jersey,34035,Somerset,28,333316
Virginia,51685,Manassas Park City,0,16117
North Dakota,38001,Adams,0,2368
North Carolina,37117,Martin,6,23227
Alabama,01041,Crenshaw,0,13866
Utah,49019,Grand,0,9544
New York,36057,Montgomery,8,49500
Iowa,19067,Floyd,0,15904
Wyoming,56029,Park,4,29276
Illinois,17089,Kane,103,529402
Louisiana,22003,Allen,3,25667
Michigan,26087,Lapeer,10,88205
Colorado,08109,Saguache,0,6338
Michigan,26107,Mecosta,4,43181
Texas,48475,Ward,0,11498
Arkansas,05021,Clay,0,15190
Wyoming,56041,Uinta,6,20758
Nebraska,31107,Knox,0,8496
California,06063,Plumas,0,18724
Louisiana,22053,Jefferson Davis,5,31405
California,06089,Shasta,81,178919
Illinois,17077,Jackson,21,59115
Nebraska,31179,Wayne,0,9409
Minnesota,27049,Goodhue,4,46138
Illinois,17197,Will,92,687727
Idaho,16041,Franklin,0,13120
Michigan,26143,Roscommon,0,23934
Tennessee,47057,Grainger,0,22942
Virginia,51091,Highland,0,2213
Texas,48037,Bowie,82,93635
Georgia,13115,Floyd,65,96471
Montana,30077,Powell,0,6852
Alabama,01023,Choctaw,0,13188
Illinois,17093,Kendall,0,122933
South Dakota,46137,Ziebach,0,2837
Ohio,39029,Columbiana,20,104584
Wyoming,56045,Weston,0,7117
Washington,53071,Walla Walla,28,59862
Oregon,41015,Curry,0,22377
Nebraska,31081,Hamilton,0,9149
Nebraska,31047,Dawson,0,23925
Georgia,13007,Baker,0,3251
Michigan,26133,Osceola,4,23221
Michigan,26075,Jackson,51,158989
Georgia,13141,Hancock,0,8667
North Carolina,37021,Buncombe,166,252268
Louisiana,22065,Madison,0,11616
Michigan,26117,Montcalm,12,62956
Virginia,51830,Williamsburg City,0,14817
Washington,53053,Pierce,189,845193
Nevada,32011,Eureka,0,1728
Pennsylvania,42013,Blair,50,124736
Arkansas,05099,Nevada,0,8528
Missouri,29017,Bollinger,0,12347
North Carolina,37041,Chowan,4,14370
Georgia,13153,Houston,36,150341
Washington,53017,Douglas,0,40585
Alabama,01097,Mobile,157,414328
North Carolina,37043,Clay,0,10753
Nevada,32023,Nye,0,43296
Illinois,17069,Hardin,0,4161
Minnesota,27023,Chippewa,0,12040
Kentucky,21047,Christian,18,72438
Iowa,19113,Linn,44,220008
Oklahoma,40007,Beaver,0,5445
Georgia,13283,Treutlen,0,6752
Kansas,20061,Geary,6,35796
Texas,48481,Wharton,4,41430
Minnesota,27093,Meeker,0,23105
Florida,12121,Suwannee,0,43814
Michigan,26103,Marquette,30,67145
Indiana,18019,Clark,25,114893
Texas,48081,Coke,0,3238
Louisiana,22043,Grant,0,22305
Texas,48497,Wise,21,63247
Louisiana,22031,De Soto,0,27164
Louisiana,22033,East Baton Rouge,124,446167
Georgia,13093,Dooly,0,14053
Nebraska,31167,Stanton,0,6020
New Jersey,34013,Essex,267,800401
Kansas,20087,Jefferson,0,18856
Georgia,13081,Crisp,16,23005
Virginia,51075,Goochland,0,22148
Iowa,19075,Grundy,0,12354
North Carolina,37029,Camden,0,10336
Alaska,02090,Fairbanks North Star,13,100031
Alabama,01001,Autauga,6,55036
Michigan,26031,Cheboygan,0,25475
Iowa,19149,Plymouth,0,25027
Indiana,18083,Knox,30,37763
Missouri,29119,McDonald,0,22753
Ohio,39093,Lorain,75,305405
Pennsylvania,42045,Delaware,100,563384
Missouri,29155,Pemiscot,7,17344
West Virginia,54031,Hardy,0,13812
West Virginia,54025,Greenbrier,12,35523
Minnesota,27011,Big Stone,0,5039
Colorado,08009,Baca,0,3581
Iowa,19017,Bremer,0,24741
Colorado,08013,Boulder,72,316782
Texas,48103,Crane,0,4836
Minnesota,27027,Clay,0,62040
North Dakota,38099,Walsh,0,10920
Mississippi,28105,Oktibbeha,6,49392
Oregon,41021,Gilliam,0,1910
Kentucky,21227,Warren,52,123824
Illinois,17183,Vermilion,12,79207
Vermont,50007,Chittenden,46,160985
Mississippi,28049,Hinds,218,243249
Colorado,08023,Costilla,0,3628
New York,36001,Albany,120,308580
New Jersey,34039,Union,80,557320
Maine,23021,Piscataquis,0,16960
Indiana,18079,Jennings,0,27840
Louisiana,22017,Caddo,107,251069
Florida,12079,Madison,0,18518
Washington,53057,Skagit,18,121725
Virginia,51169,Scott,0,22290
Minnesota,27037,Dakota,12,414655
Pennsylvania,42003,Allegheny,580,1229605
Illinois,17157,Randolph,0,32829
Texas,48055,Caldwell,0,40544
Missouri,29083,Henry,8,21834
Florida,12129,Wakulla,0,31586
Missouri,29081,Harrison,0,8615
Kansas,20173,Sedgwick,236,510484
Maine,23031,York,14,201454
Idaho,16011,Bingham,5,45369
Wisconsin,55037,Florence,0,4354
South Dakota,46013,Brown,10,38637
Oklahoma,40031,Comanche,58,123066
New Mexico,35007,Colfax,4,12522
Maine,23001,Androscoggin,54,107317
Illinois,17189,Washington,0,14260
South Carolina,45085,Sumter,17,107379
South Dakota,46033,Custer,0,8519
New Hampshire,33019,Sullivan,0,43073
Tennessee,47157,Shelby,277,937847
Nebraska,31185,York,0,13832
Washington,53025,Grant,0,93420
Louisiana,22039,Evangeline,24,33750
South Carolina,45061,Lee,0,17897
Idaho,16017,Bonner,4,41855
Idaho,16057,Latah,0,38697
Ohio,39011,Auglaize,6,45778
Idaho,16005,Bannock,20,84113
New York,36033,Franklin,13,51054
Indiana,18045,Fountain,0,16620
Idaho,16065,Madison,4,38241
Georgia,13195,Madison,0,28600
Georgia,13133,Greene,0,16732
Texas,48287,Lee,0,16850
New Mexico,35005,Chaves,24,65454
Virginia,51009,Amherst,0,31819
Alaska,02050,Bethel,0,17957
Nebraska,31019,Buffalo,34,48834
Montana,30075,Powder River,0,1610
Arkansas,05009,Boone,24,37212
New Mexico,35035,Otero,10,65130
Indiana,18159,Tipton,0,15290
Tennessee,47101,Lewis,0,11944
South Dakota,46123,Tripp,0,5480
Georgia,13069,Coffee,10,43048
Pennsylvania,42061,Huntingdon,7,45686
Michigan,26141,Presque Isle,0,12854
South Dakota,46125,Turner,0,8242
Florida,12027,DeSoto,8,35675
Mississippi,28055,Issaquena,0,1296
North Carolina,37115,Madison,0,21347
Wisconsin,55095,Polk,3,43328
Texas,48361,Orange,0,83909
Texas,48023,Baylor,27,3602
Pennsylvania,42025,Carbon,13,63987
Wisconsin,55021,Columbia,10,56790
Nebraska,31015,Boyd,0,2049
Minnesota,27173,Yellow Medicine,0,9930
Ohio,39019,Carroll,0,27825
Illinois,17101,Lawrence,0,16457
Tennessee,47087,Jackson,0,11573
New Jersey,34015,Gloucester,14,291372
Texas,48483,Wheeler,0,5599
Tennessee,47169,Trousdale,0,8773
Minnesota,27121,Pope,0,10932
Florida,12095,Orange,388,1290216
Texas,48507,Zavala,0,12152
Wisconsin,55135,Waupaca,4,51651
Kansas,20149,Pottawatomie,0,23188
Virginia,51175,Southampton,0,18089
Iowa,19059,Dickinson,3,17000
Kentucky,21189,Owsley,0,4497
Indiana,18097,Marion,526,939964
Tennessee,47107,McMinn,4,52569
Virginia,51097,King and Queen,0,7052
Illinois,17107,Logan,0,29488
Virginia,51119,Middlesex,0,10710
Virginia,51019,Bedford,6,77319
Washington,53069,Wahkiakum,0,4105
Texas,48157,Fort Bend,128,711421
Wisconsin,55043,Grant,0,51742
Minnesota,27031,Cook,0,5270
Virginia,51735,Poquoson City,0,12022
Texas,48299,Llano,0,20195
Alabama,01093,Marion,4,30058
Illinois,17171,Scott,0,5109
Virginia,51580,Covington City,0,5675
Nebraska,31129,Nuckolls,0,4318
Arkansas,05131,Sebastian,69,127362
South Dakota,46015,Brule,0,5280
Texas,48153,Floyd,0,5953
Florida,12043,Glades,0,13197
California,06023,Humboldt,32,135490
Georgia,13191,McIntosh,0,14061
Missouri,29051,Cole,25,76749
South Dakota,46047,Fall River,0,6783
Arkansas,05015,Carroll,0,27782
Nebraska,31043,Dakota,0,20529
Colorado,08041,El Paso,95,674826
Kentucky,21107,Hopkins,19,45985
Texas,48135,Ector,50,155744
Pennsylvania,42105,Potter,4,17070
Ohio,39141,Ross,12,77125
Kentucky,21115,Johnson,6,23064
Pennsylvania,42131,Wyoming,6,27760
Colorado,08011,Bent,0,5806
Pennsylvania,42107,Schuylkill,16,144287
Montana,30107,Wheatland,0,2108
Georgia,13237,Putnam,0,21430
California,06043,Mariposa,0,17658
Virginia,51610,Falls Church City,0,13843
Kentucky,21041,Carroll,0,10695
Kansas,20051,Ellis,34,28877
Missouri,29115,Linn,0,12248
New Mexico,35041,Roosevelt,0,19313
Missouri,29171,Putnam,0,4846
New Jersey,34031,Passaic,97,510563
Alaska,02016,Aleutians West,0,5784
Iowa,19157,Poweshiek,5,18428
Nebraska,31119,Madison,24,35062
